DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/18/2016,15:10,BRONX,10466,40.8875953,-73.8571937,"(40.8875953, -73.8571937)",EAST 226 STREET                 ,BARNES AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3544396,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,15:10,BRONX,10461,40.8555121,-73.8305666,"(40.8555121, -73.8305666)",PELHAM PARKWAY SOUTH            ,SAINT PAUL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543467,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,15:10,BRONX,10458,40.8570288,-73.8853296,"(40.8570288, -73.8853296)",EAST 189 STREET                 ,HUGHES AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3542665,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,15:10,BRONX,10456,40.8236705,-73.907814,"(40.8236705, -73.907814)",,,951       EAGLE AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542818,,,,,
10/18/2016,14:10,MANHATTAN,10003,40.7334357,-73.9954897,"(40.7334357, -73.9954897)",5 AVENUE                        ,EAST 10 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3543489,TAXI,TAXI,PASSENGER VEHICLE,,
10/18/2016,14:10,BROOKLYN,11212,40.664678,-73.9225852,"(40.664678, -73.9225852)",,,86        EAST 98 STREET                ,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,,,,3554940,PASSENGER VEHICLE,,,,
10/18/2016,14:10,,,40.7371945,-73.9061795,"(40.7371945, -73.9061795)",,,,1,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Following Too Closely,Following Too Closely,Unspecified,3542845,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
10/18/2016,14:10,QUEENS,11432,40.7079397,-73.7837492,"(40.7079397, -73.7837492)",,,177-01    JAMAICA AVENUE                ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3542723,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,14:10,MANHATTAN,10018,40.7546882,-73.9953547,"(40.7546882, -73.9953547)",WEST 36 STREET                  ,9 AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3543138,PASSENGER VEHICLE,BICYCLE,,,
10/18/2016,14:10,BROOKLYN,11214,40.608746,-74.0034863,"(40.608746, -74.0034863)",BAY 16 STREET                   ,85 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3543117,BICYCLE,,,,
10/18/2016,14:10,,,40.7426584,-73.8462052,"(40.7426584, -73.8462052)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,Unspecified,,,3542816,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/18/2016,14:10,,,40.7193749,-73.7875927,"(40.7193749, -73.7875927)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542757,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,14:10,,,40.6451148,-73.8748771,"(40.6451148, -73.8748771)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3542557,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/18/2016,14:10,,,40.5839626,-73.9252914,"(40.5839626, -73.9252914)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3546009,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,14:10,STATEN ISLAND,10301,40.644811,-74.0959676,"(40.644811, -74.0959676)",RICHMOND TERRACE                ,LAFAYETTE AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543187,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,14:10,QUEENS,11434,40.6666971,-73.7671284,"(40.6666971, -73.7671284)",FARMERS BOULEVARD               ,SOUTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3542711,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,14:10,QUEENS,11433,40.6933965,-73.7889315,"(40.6933965, -73.7889315)",110 AVENUE                      ,BREWER BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542592,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/18/2016,14:10,QUEENS,11432,40.7124946,-73.7844631,"(40.7124946, -73.7844631)",179 STREET                      ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542734,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,14:10,QUEENS,11428,40.7146971,-73.7510635,"(40.7146971, -73.7510635)",,,209-20    JAMAICA AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542713,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,14:10,QUEENS,11385,40.6999523,-73.8993007,"(40.6999523, -73.8993007)",,,72-20     FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543458,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,14:10,QUEENS,11375,40.7201645,-73.844789,"(40.7201645, -73.844789)",71 AVENUE                       ,AUSTIN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542599,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/18/2016,14:10,QUEENS,11373,40.7385993,-73.8774322,"(40.7385993, -73.8774322)",BROADWAY                        ,51 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3542634,PASSENGER VEHICLE,,,,
10/18/2016,14:10,QUEENS,11367,40.7299298,-73.8181458,"(40.7299298, -73.8181458)",,,150-05    70 ROAD                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542763,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,14:10,QUEENS,11356,40.7816711,-73.8307401,"(40.7816711, -73.8307401)",,,137-11    20 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3543209,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,14:10,MANHATTAN,10128,40.7872263,-73.9541633,"(40.7872263, -73.9541633)",EAST 96 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543630,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,14:10,MANHATTAN,10036,40.7561391,-73.9831689,"(40.7561391, -73.9831689)",WEST 44 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3543557,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,14:10,MANHATTAN,10027,40.8096398,-73.9478407,"(40.8096398, -73.9478407)",WEST 126 STREET                 ,7 AVENUE,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3542703,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,14:10,MANHATTAN,10023,40.7724202,-73.9787241,"(40.7724202, -73.9787241)",WEST 66 STREET                  ,CENTRAL PARK WEST,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542767,PICK-UP TRUCK,TAXI,,,
10/18/2016,14:10,BROOKLYN,11205,40.6964821,-73.9616654,"(40.6964821, -73.9616654)",,,122       CLASSON AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542721,,,,,
10/18/2016,14:10,BROOKLYN,11203,40.6474973,-73.92507,"(40.6474973, -73.92507)",,,417       EAST 55 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3542917,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,14:10,BROOKLYN,11203,40.6558844,-73.9423998,"(40.6558844, -73.9423998)",CLARKSON AVENUE                 ,EAST 38 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3547061,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,14:10,BROOKLYN,11201,40.696131,-73.9871041,"(40.696131, -73.9871041)",TILLARY STREET                  ,JAY STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3544882,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,14:10,BRONX,10466,40.8921276,-73.8471797,"(40.8921276, -73.8471797)",BRUNER AVENUE                   ,EDENWALD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3544395,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,14:10,BRONX,10462,40.8504792,-73.8668341,"(40.8504792, -73.8668341)",,,2009      CRUGER AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543074,PASSENGER VEHICLE,,,,
10/18/2016,14:10,BRONX,10456,40.8319466,-73.9198611,"(40.8319466, -73.9198611)",GRAND CONCOURSE                 ,EAST 166 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543122,PASSENGER VEHICLE,,,,
10/18/2016,14:10,BRONX,10455,40.8202384,-73.9133935,"(40.8202384, -73.9133935)",,,467       EAST 156 STREET               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3545749,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,13:10,QUEENS,11435,40.7005823,-73.8077418,"(40.7005823, -73.8077418)",SUTPHIN BOULEVARD               ,ARCHER AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3543603,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/18/2016,13:10,QUEENS,11368,40.7489395,-73.8544701,"(40.7489395, -73.8544701)",111 STREET                      ,44 AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3542484,PASSENGER VEHICLE,BICYCLE,,,
10/18/2016,13:10,BROOKLYN,11236,40.6331273,-73.9156864,"(40.6331273, -73.9156864)",,,929       EAST 76 STREET                ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3542697,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,13:10,BROOKLYN,11234,40.5965113,-73.9078755,"(40.5965113, -73.9078755)",FLATBUSH AVENUE                 ,SHORE PARKWAY,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3542812,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,13:10,,,40.584003,-73.921563,"(40.584003, -73.921563)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543476,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,13:10,STATEN ISLAND,10304,40.5918035,-74.0992184,"(40.5918035, -74.0992184)",CROMWELL AVENUE                 ,PLATTSBURG STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542796,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,13:10,QUEENS,11433,40.6921994,-73.7917227,"(40.6921994, -73.7917227)",159 STREET                      ,110 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3552535,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,13:10,QUEENS,11432,40.7037516,-73.7991488,"(40.7037516, -73.7991488)",160 STREET                      ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3542724,,,,,
10/18/2016,13:10,QUEENS,11415,40.7070968,-73.8349799,"(40.7070968, -73.8349799)",83 AVENUE                       ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542474,PASSENGER VEHICLE,,,,
10/18/2016,13:10,QUEENS,11414,40.6625544,-73.8368347,"(40.6625544, -73.8368347)",,,157-14    97 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542547,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,13:10,QUEENS,11375,40.7161415,-73.8335687,"(40.7161415, -73.8335687)",QUEENS BOULEVARD                ,77 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542597,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,13:10,QUEENS,11375,40.7205667,-73.8458956,"(40.7205667, -73.8458956)",AUSTIN STREET                   ,70 ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542550,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,13:10,QUEENS,11368,40.7577394,-73.8421567,"(40.7577394, -73.8421567)",,,126-82    WILLETS POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Unspecified,,,,,3542814,PASSENGER VEHICLE,,,,
10/18/2016,13:10,MANHATTAN,10034,40.8670152,-73.9231089,"(40.8670152, -73.9231089)",BROADWAY                        ,WEST 204 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543772,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,13:10,MANHATTAN,10017,40.7516008,-73.9764533,"(40.7516008, -73.9764533)",,,122       EAST 42 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543554,TAXI,,,,
10/18/2016,13:10,MANHATTAN,10003,40.7362598,-73.9921156,"(40.7362598, -73.9921156)",,,54        EAST 15 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3545092,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,22:10,BROOKLYN,11210,40.6257308,-73.9563925,"(40.6257308, -73.9563925)",OCEAN AVENUE                    ,AVENUE J,,0,0,0,0,0,0,0,0,Unspecified,,,,,3545239,PASSENGER VEHICLE,,,,
10/18/2016,22:10,BROOKLYN,11208,40.680015,-73.8774282,"(40.680015, -73.8774282)",ATLANTIC AVENUE                 ,LOGAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543098,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,22:10,BROOKLYN,11203,40.6549157,-73.9375172,"(40.6549157, -73.9375172)",LENOX ROAD                      ,EAST 43 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542919,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,21:10,MANHATTAN,10016,40.7425112,-73.9821114,"(40.7425112, -73.9821114)",,,137       EAST 28 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3545093,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,21:10,MANHATTAN,10001,40.7472061,-73.9970984,"(40.7472061, -73.9970984)",WEST 26 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543139,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,21:10,BROOKLYN,11221,40.6882125,-73.9198103,"(40.6882125, -73.9198103)",BROADWAY                        ,MADISON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542658,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,20:10,MANHATTAN,10035,40.7986267,-73.9395205,"(40.7986267, -73.9395205)",3 AVENUE                        ,EAST 117 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3545557,,,,,
10/18/2016,20:10,MANHATTAN,10035,40.8020766,-73.9340633,"(40.8020766, -73.9340633)",2 AVENUE                        ,EAST 124 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3548180,PASSENGER VEHICLE,,,,
10/18/2016,20:10,BRONX,10451,40.8206478,-73.9177141,"(40.8206478, -73.9177141)",EAST 155 STREET                 ,COURTLANDT AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3542663,PASSENGER VEHICLE,,,,
10/18/2016,20:10,,,40.8410315,-73.8872376,"(40.8410315, -73.8872376)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,,,3543434,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,,
10/18/2016,20:10,,,40.7861372,-73.8243459,"(40.7861372, -73.8243459)",,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Following Too Closely,,,,3542777,PASSENGER VEHICLE,,,,
10/18/2016,20:10,,,40.7676137,-73.9499947,"(40.7676137, -73.9499947)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542908,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,20:10,QUEENS,11433,40.6968697,-73.7807198,"(40.6968697, -73.7807198)",110 AVENUE                      ,173 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3542838,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
10/18/2016,20:10,QUEENS,11420,40.6810065,-73.8195664,"(40.6810065, -73.8195664)",111 AVENUE                      ,121 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3546641,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,20:10,QUEENS,11417,40.6796071,-73.8505077,"(40.6796071, -73.8505077)",,,105-05    88 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3542653,PASSENGER VEHICLE,,,,
10/18/2016,20:10,QUEENS,11372,40.7468122,-73.891752,"(40.7468122, -73.891752)",ROOSEVELT AVENUE                ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542950,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,20:10,QUEENS,11360,40.788556,-73.7823317,"(40.788556, -73.7823317)",BELL BOULEVARD                  ,212 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3542775,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/18/2016,20:10,QUEENS,11105,40.7773987,-73.9029892,"(40.7773987, -73.9029892)",,,37-11     20 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3543089,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,20:10,MANHATTAN,10036,40.7591997,-73.9846193,"(40.7591997, -73.9846193)",WEST 47 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3542687,TAXI,,,,
10/18/2016,20:10,MANHATTAN,10029,40.7904175,-73.9518354,"(40.7904175, -73.9518354)",EAST 101 STREET                 ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543627,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,20:10,MANHATTAN,10024,40.7799729,-73.9747931,"(40.7799729, -73.9747931)",,,40        WEST 77 STREET                ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3543294,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,20:10,MANHATTAN,10016,40.7509597,-73.9827227,"(40.7509597, -73.9827227)",WEST 38 STREET                  ,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543856,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,20:10,MANHATTAN,10016,40.7488862,-73.9758407,"(40.7488862, -73.9758407)",EAST 39 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542614,TAXI,PICK-UP TRUCK,,,
10/18/2016,20:10,MANHATTAN,10007,40.7145624,-74.009974,"(40.7145624, -74.009974)",,,65        WEST BROADWAY                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543212,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,20:10,MANHATTAN,10001,40.7506342,-73.9945826,"(40.7506342, -73.9945826)",,,430       8 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3543558,SPORT UTILITY / STATION WAGON,TAXI,,,
10/18/2016,20:10,BROOKLYN,11226,40.6500815,-73.9610074,"(40.6500815, -73.9610074)",OCEAN AVENUE                    ,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3543839,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,20:10,BROOKLYN,11221,40.6981605,-73.9252728,"(40.6981605, -73.9252728)",DE KALB AVENUE                  ,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3544058,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,20:10,BROOKLYN,11218,40.6430821,-73.9693461,"(40.6430821, -73.9693461)",,,14        LEWIS PLACE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543485,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,20:10,BROOKLYN,11211,40.7112096,-73.9589228,"(40.7112096, -73.9589228)",,,213       SOUTH 3 STREET                ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3542830,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,20:10,BROOKLYN,11211,40.7154014,-73.9269272,"(40.7154014, -73.9269272)",GRAND STREET                    ,GARDNER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3546819,,,,,
10/18/2016,20:10,BRONX,10461,40.8398585,-73.8499886,"(40.8398585, -73.8499886)",,,2419      DORSEY STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3544179,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,20:10,BRONX,10459,40.8183477,-73.8941177,"(40.8183477, -73.8941177)",TIFFANY STREET                  ,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3543238,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,20:00,,,40.732136,-73.919014,"(40.732136, -73.919014)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3545521,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,1:10,BROOKLYN,11236,40.6365941,-73.9019364,"(40.6365941, -73.9019364)",,,1390      REMSEN AVENUE                 ,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3542266,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,1:10,MANHATTAN,10035,40.7986169,-73.9365805,"(40.7986169, -73.9365805)",,,2310      2 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543351,PASSENGER VEHICLE,,,,
10/18/2016,19:10,,,40.8358751,-73.8698973,"(40.8358751, -73.8698973)",,,,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,,,,3542871,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,19:10,QUEENS,11693,40.5867024,-73.8170309,"(40.5867024, -73.8170309)",ROCKAWAY FREEWAY                ,BEACH 94 STREET,,2,0,0,0,0,0,2,0,Passenger Distraction,Unspecified,,,,3542765,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,19:10,QUEENS,11378,40.7269122,-73.9003207,"(40.7269122, -73.9003207)",65 PLACE                        ,55 AVENUE,,2,0,0,0,0,0,2,0,View Obstructed/Limited,Unspecified,,,,3542644,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,19:10,QUEENS,11435,40.7017656,-73.8079259,"(40.7017656, -73.8079259)",JAMAICA AVENUE                  ,SUTPHIN BOULEVARD,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3544811,PASSENGER VEHICLE,,,,
10/18/2016,19:10,MANHATTAN,10065,40.763547,-73.9693376,"(40.763547, -73.9693376)",PARK AVENUE                     ,EAST 60 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3543506,PASSENGER VEHICLE,,,,
10/18/2016,19:10,,,40.8011922,-73.9300224,"(40.8011922, -73.9300224)",,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Reaction to Other Uninvolved Vehicle,,,,3543332,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,19:10,,,40.7621739,-73.7567868,"(40.7621739, -73.7567868)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542759,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,19:10,,,40.7412355,-73.8457263,"(40.7412355, -73.8457263)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543395,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,19:10,QUEENS,11377,40.7525661,-73.9052487,"(40.7525661, -73.9052487)",BROADWAY                        ,56 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3543179,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,19:10,QUEENS,11368,40.7370443,-73.8593856,"(40.7370443, -73.8593856)",59 AVENUE                       ,99 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3542828,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
10/18/2016,19:10,MANHATTAN,10065,40.7611802,-73.9579029,"(40.7611802, -73.9579029)",EAST 63 STREET                  ,YORK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3543081,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,19:10,MANHATTAN,10065,40.7637343,-73.9620635,"(40.7637343, -73.9620635)",2 AVENUE                        ,EAST 64 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543508,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,19:10,MANHATTAN,10036,40.7586622,-73.988738,"(40.7586622, -73.988738)",,,700       8 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543599,PASSENGER VEHICLE,TAXI,,,
