DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/18/2016,17:10,BROOKLYN,11229,40.6130524,-73.949118,"(40.6130524, -73.949118)",KINGS HIGHWAY                   ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543832,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,17:10,BROOKLYN,11217,40.6807335,-73.9745025,"(40.6807335, -73.9745025)",6 AVENUE                        ,BERGEN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542669,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,17:10,BROOKLYN,11208,40.684842,-73.8713943,"(40.684842, -73.8713943)",,,205       HEMLOCK STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543503,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,17:10,BROOKLYN,11204,40.6100219,-73.9890476,"(40.6100219, -73.9890476)",,,7402      21 AVENUE                     ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3543120,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
10/18/2016,17:10,BROOKLYN,11203,40.6553345,-73.9307664,"(40.6553345, -73.9307664)",UTICA AVENUE                    ,LENOX ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3547065,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,17:10,BROOKLYN,11201,40.6960346,-73.9845292,"(40.6960346, -73.9845292)",TILLARY STREET                  ,FLATBUSH AVENUE EXTENSION,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,,,,3543021,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,17:10,BRONX,10473,40.8248619,-73.859088,"(40.8248619, -73.859088)",,,945       WHITE PLAINS ROAD             ,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3542866,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,17:10,BRONX,10459,40.8268297,-73.8949642,"(40.8268297, -73.8949642)",,,1141      TIFFANY STREET                ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unspecified,,,3543270,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/18/2016,16:30,,,40.692497,-73.87954,"(40.692497, -73.87954)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542641,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,16:10,,,40.6526925,-73.8638088,"(40.6526925, -73.8638088)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3542600,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
10/18/2016,16:10,QUEENS,11377,40.7561085,-73.9007029,"(40.7561085, -73.9007029)",32 AVENUE                       ,62 STREET,,1,0,0,0,2,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,3543085,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/18/2016,16:10,MANHATTAN,10026,40.8058707,-73.9528068,"(40.8058707, -73.9528068)",SAINT NICHOLAS AVENUE           ,WEST 119 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3542778,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,16:10,BROOKLYN,11235,40.5865521,-73.9661677,"(40.5865521, -73.9661677)",,,2601      OCEAN PARKWAY                 ,1,0,1,0,0,0,0,0,Unspecified,,,,,3542638,,,,,
10/18/2016,16:10,BROOKLYN,11211,40.7086357,-73.9609407,"(40.7086357, -73.9609407)",,,326       ROEBLING STREET               ,1,0,1,0,0,0,0,0,,,,,,3543677,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,16:10,BRONX,10462,40.8363481,-73.8522082,"(40.8363481, -73.8522082)",CASTLE HILL AVENUE              ,STARLING AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3543581,,,,,
10/18/2016,16:10,,,40.6965446,-73.7270218,"(40.6965446, -73.7270218)",,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3542715,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,16:10,STATEN ISLAND,10301,40.6230538,-74.1132634,"(40.6230538, -74.1132634)",BROADWAY                        ,CLOVE ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3544261,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,16:10,QUEENS,11434,40.6567341,-73.7674299,"(40.6567341, -73.7674299)",,,150-34    BREWER BOULEVARD              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3542717,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/18/2016,16:10,QUEENS,11433,40.6998817,-73.7885431,"(40.6998817, -73.7885431)",,,107-05    MERRICK BOULEVARD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3542727,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/18/2016,16:10,QUEENS,11423,40.7192826,-73.7636078,"(40.7192826, -73.7636078)",HILLSIDE AVENUE                 ,199 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542729,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,16:10,QUEENS,11420,40.665944,-73.8166153,"(40.665944, -73.8166153)",NORTH CONDUIT AVENUE            ,150 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542649,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/18/2016,16:10,QUEENS,11417,40.6795315,-73.8514345,"(40.6795315, -73.8514345)",,,105-11    87 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3542650,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,16:10,QUEENS,11373,40.7354272,-73.88914,"(40.7354272, -73.88914)",,,51-18     74 STREET                     ,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3543178,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,16:10,QUEENS,11373,40.7333982,-73.8750712,"(40.7333982, -73.8750712)",57 AVENUE                       ,SEABURY STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542819,PASSENGER VEHICLE,,,,
10/18/2016,16:10,QUEENS,11372,40.7507454,-73.8947088,"(40.7507454, -73.8947088)",,,71-09     35 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542947,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,16:10,QUEENS,11370,40.7672019,-73.8878164,"(40.7672019, -73.8878164)",DITMARS BOULEVARD               ,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,3543088,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,16:10,QUEENS,11356,40.7816611,-73.8352212,"(40.7816611, -73.8352212)",,,133-11    20 AVENUE                     ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3542773,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,16:10,QUEENS,11355,40.7522774,-73.8343772,"(40.7522774, -73.8343772)",,,131-35    AVERY AVENUE                  ,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3542771,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,16:10,QUEENS,11103,40.7643541,-73.9113038,"(40.7643541, -73.9113038)",43 STREET                       ,28 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543087,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,16:10,MANHATTAN,10023,40.7779294,-73.9820802,"(40.7779294, -73.9820802)",WEST 71 STREET                  ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542768,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,16:10,BROOKLYN,11235,40.5831319,-73.9653918,"(40.5831319, -73.9653918)",BRIGHTON 3 STREET               ,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542637,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,16:10,BROOKLYN,11231,40.6732623,-74.0002812,"(40.6732623, -74.0002812)",COURT STREET                    ,BUSH STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3542625,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,16:10,BROOKLYN,11222,40.7250726,-73.9386853,"(40.7250726, -73.9386853)",,,42        HAUSMAN STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3542885,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,9:10,BROOKLYN,11236,40.6446766,-73.9109332,"(40.6446766, -73.9109332)",,,972       REMSEN AVENUE                 ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3543094,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/18/2016,9:10,BROOKLYN,11232,40.648046,-74.0000829,"(40.648046, -74.0000829)",40 STREET                       ,7 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3542323,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,9:10,BROOKLYN,11225,40.6641582,-73.9444869,"(40.6641582, -73.9444869)",,,535       EMPIRE BOULEVARD              ,1,0,0,0,0,0,1,0,Tire Failure/Inadequate,Unspecified,Unspecified,Unspecified,,3542963,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
10/18/2016,9:10,BROOKLYN,11216,40.6736318,-73.9539999,"(40.6736318, -73.9539999)",BEDFORD AVENUE                  ,PARK PLACE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543355,PASSENGER VEHICLE,BICYCLE,,,
10/18/2016,9:10,STATEN ISLAND,10312,40.5533592,-74.2021624,"(40.5533592, -74.2021624)",HUGUENOT AVENUE                 ,LOMBARD COURT,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542602,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,9:10,STATEN ISLAND,10304,40.617789,-74.0811029,"(40.617789, -74.0811029)",VANDERBILT AVENUE               ,OSGOOD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543609,PASSENGER VEHICLE,,,,
10/18/2016,9:10,STATEN ISLAND,10301,40.6139852,-74.1012756,"(40.6139852, -74.1012756)",CLOVE ROAD                      ,SUNNYSIDE TERRACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543608,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,9:10,STATEN ISLAND,10301,40.6139852,-74.1012756,"(40.6139852, -74.1012756)",CLOVE ROAD                      ,SUNNYSIDE TERRACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543190,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,9:10,QUEENS,11434,40.6799371,-73.7763624,"(40.6799371, -73.7763624)",BAISLEY BOULEVARD               ,167 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542362,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,9:10,QUEENS,11423,40.7135488,-73.7787855,"(40.7135488, -73.7787855)",,,88-08     183 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542508,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,9:10,QUEENS,11368,40.735678,-73.8598431,"(40.735678, -73.8598431)",,,98-25     HORACE HARDING EXPRESSWAY     ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542815,PASSENGER VEHICLE,,,,
10/18/2016,9:10,QUEENS,11101,40.7400002,-73.9475993,"(40.7400002, -73.9475993)",23 STREET                       ,BORDEN AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542846,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,9:10,MANHATTAN,10036,40.759626,-73.9954735,"(40.759626, -73.9954735)",WEST 42 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3543135,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,9:10,MANHATTAN,10027,40.8155265,-73.9597183,"(40.8155265, -73.9597183)",TIEMANN PLACE                   ,CLAREMONT AVENUE,,0,0,0,0,0,0,0,0,,,,,,3550688,PASSENGER VEHICLE,,,,
10/18/2016,9:10,MANHATTAN,10019,40.7658813,-73.9946319,"(40.7658813, -73.9946319)",WEST 50 STREET                  ,11 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3542690,PICK-UP TRUCK,TAXI,,,
10/18/2016,9:10,BROOKLYN,11233,40.6706879,-73.9170232,"(40.6706879, -73.9170232)",SARATOGA AVENUE                 ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551073,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,9:10,BROOKLYN,11233,40.6683763,-73.9201153,"(40.6683763, -73.9201153)",PITKIN AVENUE                   ,HOWARD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3547744,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,9:10,BROOKLYN,11218,40.64511,-73.9798817,"(40.64511, -73.9798817)",MC DONALD AVENUE                ,ALBEMARLE ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543764,PASSENGER VEHICLE,TAXI,,,
10/18/2016,9:10,BROOKLYN,11210,40.6328856,-73.9476978,"(40.6328856, -73.9476978)",NOSTRAND AVENUE                 ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3545245,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,9:10,BRONX,10467,40.8835756,-73.8628042,"(40.8835756, -73.8628042)",EAST 219 STREET                 ,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542464,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,9:10,BRONX,10453,40.8468783,-73.9206057,"(40.8468783, -73.9206057)",UNIVERSITY AVENUE               ,WEST 174 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3550189,PASSENGER VEHICLE,,,,
10/18/2016,9:10,BRONX,10451,40.8173878,-73.922758,"(40.8173878, -73.922758)",EAST 149 STREET                 ,MORRIS AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542673,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/18/2016,8:10,QUEENS,11420,40.6670283,-73.8132564,"(40.6670283, -73.8132564)",127 STREET                      ,NORTH CONDUIT AVENUE,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3542303,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,16:10,BROOKLYN,11218,40.6465984,-73.9703246,"(40.6465984, -73.9703246)",CHURCH AVENUE                   ,EAST 10 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3546821,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,16:10,BROOKLYN,11214,40.6087708,-73.9990168,"(40.6087708, -73.9990168)",,,1852      82 STREET                     ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,3543119,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/18/2016,16:10,BROOKLYN,11213,40.6677706,-73.9451291,"(40.6677706, -73.9451291)",BROOKLYN AVENUE                 ,PRESIDENT STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3551877,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,16:10,BROOKLYN,11206,40.6974067,-73.936006,"(40.6974067, -73.936006)",BROADWAY                        ,MELROSE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542728,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,16:10,BRONX,10462,40.8292643,-73.8441153,"(40.8292643, -73.8441153)",,,1037      ZEREGA AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542867,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,16:10,BRONX,10461,40.855833,-73.8545074,"(40.855833, -73.8545074)",LYDIG AVENUE                    ,YATES AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543198,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,16:10,BRONX,10458,40.8571285,-73.8807926,"(40.8571285, -73.8807926)",SOUTHERN BOULEVARD              ,EAST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,3542668,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,16:10,BRONX,10454,40.8060668,-73.9090412,"(40.8060668, -73.9090412)",BRUCKNER BOULEVARD              ,EAST 141 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Other Vehicular,,,,3542672,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,15:10,STATEN ISLAND,10312,40.5298449,-74.1922311,"(40.5298449, -74.1922311)",ANDROVETTE AVENUE               ,BILLIOU STREET,,2,0,0,0,0,0,2,0,View Obstructed/Limited,Unsafe Speed,,,,3542598,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,15:10,BRONX,10468,40.8805075,-73.8859509,"(40.8805075, -73.8859509)",WEST MOSHOLU PARKWAY SOUTH      ,PAUL AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Other Vehicular,Unspecified,,,3543958,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,15:10,,,40.8594717,-73.9157207,"(40.8594717, -73.9157207)",,,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,3542781,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/18/2016,15:10,QUEENS,11427,40.7328639,-73.7637003,"(40.7328639, -73.7637003)",UNION TURNPIKE                  ,HOLLIS HILLS TERRACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3542756,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,15:10,BROOKLYN,11214,40.5967449,-73.9852652,"(40.5967449, -73.9852652)",STILLWELL AVENUE                ,86 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3543118,PASSENGER VEHICLE,,,,
10/18/2016,15:10,BRONX,10456,40.8332873,-73.9140776,"(40.8332873, -73.9140776)",EAST 167 STREET                 ,MORRIS AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3542928,PASSENGER VEHICLE,,,,
10/18/2016,15:10,BRONX,10453,40.8533332,-73.9196004,"(40.8533332, -73.9196004)",WEST TREMONT AVENUE             ,CEDAR AVENUE,,1,0,0,0,0,0,2,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,Driver Inattention/Distraction,Passing or Lane Usage Improper,,3542909,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,15:10,,,40.8448738,-73.9206683,"(40.8448738, -73.9206683)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3542779,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,15:10,,,40.7831836,-73.9436089,"(40.7831836, -73.9436089)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542780,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,15:10,,,40.7582585,-73.7771911,"(40.7582585, -73.7771911)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3547269,,,,,
10/18/2016,15:10,,,40.6983692,-73.9969443,"(40.6983692, -73.9969443)",,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3546438,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,15:10,,,40.6951321,-73.8123031,"(40.6951321, -73.8123031)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3542726,TAXI,,,,
10/18/2016,15:10,QUEENS,11434,40.6607342,-73.7747652,"(40.6607342, -73.7747652)",ROCKAWAY BOULEVARD              ,146 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543131,PASSENGER VEHICLE,,,,
10/18/2016,15:10,QUEENS,11432,40.7126008,-73.7840515,"(40.7126008, -73.7840515)",,,179-09    HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542761,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,15:10,QUEENS,11432,40.7153888,-73.8003691,"(40.7153888, -73.8003691)",,,165-65    84 AVENUE                     ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542762,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,15:10,QUEENS,11416,40.6814845,-73.8504783,"(40.6814845, -73.8504783)",89 STREET                       ,102 ROAD,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,3542603,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
10/18/2016,15:10,QUEENS,11413,40.6763664,-73.7411842,"(40.6763664, -73.7411842)",,,229-01    MERRICK BOULEVARD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542712,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,15:10,QUEENS,11377,40.7452032,-73.8911087,"(40.7452032, -73.8911087)",41 AVENUE                       ,74 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3547745,PASSENGER VEHICLE,BICYCLE,,,
10/18/2016,15:10,QUEENS,11368,40.7501827,-73.8679838,"(40.7501827, -73.8679838)",98 STREET                       ,38 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542946,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,15:10,QUEENS,11362,40.7605698,-73.7312803,"(40.7605698, -73.7312803)",,,249-10    HORACE HARDING EXPRESSWAY     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542593,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,15:10,MANHATTAN,10025,40.7928576,-73.9675292,"(40.7928576, -73.9675292)",COLUMBUS AVENUE                 ,WEST 96 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542857,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,15:10,MANHATTAN,10024,40.780986,-73.9761901,"(40.780986, -73.9761901)",,,370       COLUMBUS AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542766,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,15:10,MANHATTAN,10004,40.7031519,-74.0144301,"(40.7031519, -74.0144301)",STATE STREET                    ,PEARL STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543210,TAXI,,,,
10/18/2016,15:10,MANHATTAN,10004,40.7035993,-74.0143905,"(40.7035993, -74.0143905)",STATE STREET                    ,BRIDGE STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,3543218,PASSENGER VEHICLE,,,,
10/18/2016,15:10,BROOKLYN,11231,40.6791167,-74.0055414,"(40.6791167, -74.0055414)",COLUMBIA STREET                 ,LUQUER STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3542623,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,15:10,BROOKLYN,11222,40.7335098,-73.9496863,"(40.7335098, -73.9496863)",PROVOST STREET                  ,HURON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542892,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,15:10,BROOKLYN,11218,40.6440993,-73.9763255,"(40.6440993, -73.9763255)",,,418       CHURCH AVENUE                 ,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,3544921,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,15:10,BROOKLYN,11213,40.6716264,-73.9336335,"(40.6716264, -73.9336335)",STERLING PLACE                  ,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3543189,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,15:10,BROOKLYN,11208,40.6690638,-73.8655633,"(40.6690638, -73.8655633)",LINDEN BOULEVARD                ,LINCOLN AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3543099,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/18/2016,15:10,BROOKLYN,11207,40.6545182,-73.8822143,"(40.6545182, -73.8822143)",FLATLANDS AVENUE                ,VAN SICLEN AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3542700,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,15:10,BROOKLYN,11207,40.6806649,-73.9026216,"(40.6806649, -73.9026216)",BUSHWICK AVENUE                 ,CONWAY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3547823,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
